Ranking,Titulo,Critica Usuarios,Aprobacion,Cantidad Reviews,Windows,Mac,Linux,Fecha Lanzamiento,Precio Steam,Critica Categorica,Fecha Ingles,Fecha,Accion,Animacion Modelado,Aventura,Carreras,Contenido Sexual,Deportes,Desarrollo Juegos,Desnudos,Diseno Ilustracion,Disparos,Documentales,Edicion Fotografica,Educacion,Estrategia,Formacion Software,Free To Play,Indie,Multijugador Masivo,Primera Persona,Produccion Audio,Publicacion Web,Rol,Sangriento,Simulacion,Tutoriales,Utilidades,Violentos
108,THE FINALS,Mayormente positivas,75,175444,1,0,0,7 DIC 2023,Gratuito,3,7 DEC 2023,2023-12-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
109,Oxygen Not Included: The Frosty Planet Pack,Muy positivas,94,248,1,1,1,18 JUL 2024,$4.49,2,18 JUL 2024,2024-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
110,Call of Duty®,Variadas,58,595612,1,0,0,28 OCT 2022,Sin Dato,5,28 OCT 2022,2022-10-28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
111,iRacing,Muy positivas,83,2544,1,0,0,12 ENE 2015,$5.79,2,12 JAN 2015,2015-01-12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
112,Call of Duty®: Black Ops III,Muy positivas,87,128611,1,0,1,6 NOV 2015,$59.99,2,6 NOV 2015,2015-11-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
113,Garry's Mod,Extremadamente positivas,96,932508,1,1,1,29 NOV 2006,$5.79,1,29 NOV 2006,2006-11-29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
114,Destiny 2: La Forma Final,Muy positivas,81,5017,1,0,0,4 JUN 2024,$29.99,2,4 JUN 2024,2024-06-04,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
115,Overwatch® 2,Extremadamente negativas,19,281618,1,0,0,10 AGO 2023,Gratuito,9,10 AUG 2023,2023-08-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
116,Medieval Dynasty,Muy positivas,90,32753,1,0,0,23 SEP 2021,$17.99,2,23 SEP 2021,2021-09-23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
117,Dungeons of Hinterberg,Muy positivas,93,112,1,0,0,18 JUL 2024,$16.99,2,18 JUL 2024,2024-07-18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
118,V Rising,Muy positivas,88,83887,1,0,0,8 MAY 2024,$17.99,2,8 MAY 2024,2024-05-08,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,FOR HONOR™,Variadas,69,89835,1,0,0,14 MAR 2024,$23.99,5,14 MAR 2024,2024-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
120,Marvel's Midnight Suns,Muy positivas,82,12990,1,0,0,2 DIC 2022,$59.99,2,2 DEC 2022,2022-12-02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
121,Farming Simulator 22,Muy positivas,92,54863,1,0,1,22 NOV 2021,$19.99,2,22 NOV 2021,2021-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
122,恋爱单选题,Muy positivas,88,1196,1,0,0,18 JUL 2024,$6.29,2,18 JUL 2024,2024-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
123,Hunt: Showdown,Muy positivas,82,160089,1,0,0,27 AGO 2019,$14.99,2,27 AUG 2019,2019-08-27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,Enshrouded,Muy positivas,86,47618,1,0,0,24 ENE 2024,$14.99,2,24 JAN 2024,2024-01-24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
125,The Elder Scrolls V: Skyrim Special Edition,Muy positivas,94,164437,1,0,0,27 OCT 2016,$23.99,2,27 OCT 2016,2016-10-27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
126,Nine Sols,Extremadamente positivas,95,7509,1,0,1,29 MAY 2024,$14.99,1,29 MAY 2024,2024-05-29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
127,THE KING OF FIGHTERS XV,Muy positivas,83,6882,1,0,0,17 FEB 2022,$26.99,2,17 FEB 2022,2022-02-17,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Factorio,Extremadamente positivas,97,147803,1,1,1,14 AGO 2020,$17.00,1,14 AUG 2020,2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
129,Terraria,Extremadamente positivas,97,1044461,1,1,1,16 MAY 2011,$5.79,1,16 MAY 2011,2011-05-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
130,ARK: Survival Evolved,Muy positivas,83,523116,1,0,1,27 AGO 2017,$14.99,2,27 AUG 2017,2017-08-27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
131,Grand Theft Auto: San Andreas – The Definitive Edition,Mayormente positivas,73,4974,1,0,0,19 ENE 2023,$59.99,3,19 JAN 2023,2023-01-19,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
132,World of Tanks Blitz,Mayormente positivas,79,141065,1,0,1,9 NOV 2016,Gratuito,3,9 NOV 2016,2016-11-09,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
133,STAR WARS™: The Old Republic™,Muy positivas,89,61811,1,0,0,21 JUL 2020,Gratuito,2,21 JUL 2020,2020-07-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
134,Party Animals,Mayormente positivas,77,36491,1,0,0,20 SEP 2023,$13.49,3,20 SEP 2023,2023-09-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,Card Survival: Tropical Island,Extremadamente positivas,95,2143,1,0,1,16 SEP 2022,$24.99,1,16 SEP 2022,2022-09-16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
136,Soulmask,Mayormente positivas,78,7770,1,0,0,31 MAY 2024,$14.99,3,31 MAY 2024,2024-05-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
137,Last Epoch,Mayormente positivas,77,87140,1,1,0,21 FEB 2024,$18.00,3,21 FEB 2024,2024-02-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
138,"Warhammer 40,000: Darktide",Variadas,67,79723,1,0,0,30 NOV 2022,$24.99,5,30 NOV 2022,2022-11-30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
139,theHunter: Call of the Wild™,Muy positivas,88,134038,1,0,0,16 FEB 2017,$10.49,2,16 FEB 2017,2017-02-16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
140,Gray Zone Warfare,Variadas,66,44777,1,0,0,30 ABR 2024,$17.99,5,30 APR 2024,2024-04-30,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
141,Chivalry 2,Muy positivas,81,30365,1,0,0,12 JUN 2022,$39.99,2,12 JUN 2022,2022-06-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
142,A Little to the Left,Muy positivas,91,8717,1,0,1,8 NOV 2022,$6.99,2,8 NOV 2022,2022-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,Atomic Heart,Muy positivas,83,24240,1,0,0,20 FEB 2023,$36.99,2,20 FEB 2023,2023-02-20,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
144,Travellers Rest,Muy positivas,89,9144,1,0,0,28 JUL 2020,$9.29,2,28 JUL 2020,2020-07-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
145,Pathfinder: Wrath of the Righteous - Enhanced Edition,Muy positivas,83,25901,1,0,1,2 SEP 2021,$19.99,2,2 SEP 2021,2021-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,FINAL FANTASY XIV: Dawntrail,Variadas,61,3150,1,0,0,2 JUL 2024,$31.99,5,2 JUL 2024,2024-07-02,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
147,ASTRONEER,Muy positivas,92,101956,1,0,0,6 FEB 2019,$14.99,2,6 FEB 2019,2019-02-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
148,UNDER NIGHT IN-BIRTH II Sys:Celes,Muy positivas,81,1189,1,0,0,24 ENE 2024,$22.49,2,24 JAN 2024,2024-01-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Dune: Spice Wars,Mayormente positivas,79,9566,1,0,0,14 SEP 2023,$17.99,3,14 SEP 2023,2023-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
150,War Robots,Variadas,61,22883,1,0,0,4 ABR 2018,Gratuito,5,4 APR 2018,2018-04-04,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
151,VRChat,Mayormente positivas,74,221171,1,0,0,1 FEB 2017,Gratuito,3,1 FEB 2017,2017-02-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
152,Age of Mythology: Retold,Sin Dato,0,0,1,0,0,4 SEP 2024,$22.99,10,4 SEP 2024,2024-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
153,Shin Megami Tensei V: Vengeance,Extremadamente positivas,95,3170,1,0,0,13 JUN 2024,$59.99,1,13 JUN 2024,2024-06-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,Age of Empires IV: Anniversary Edition,Muy positivas,87,52188,1,0,0,28 OCT 2021,$19.99,2,28 OCT 2021,2021-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Slay the Spire,Extremadamente positivas,97,138309,1,1,1,23 ENE 2019,$11.49,1,23 JAN 2019,2019-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
156,Viewfinder,Muy positivas,94,5637,1,0,0,18 JUL 2023,$12.49,2,18 JUL 2023,2023-07-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157,Steam Deck Docking Station,Sin Dato,0,0,1,1,1,6 OCT 2022,Sin Dato,10,6 OCT 2022,2022-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Battlefield™ 2042,Variadas,46,208545,1,0,0,19 NOV 2021,$59.99,5,19 NOV 2021,2021-11-19,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
159,Timberborn,Extremadamente positivas,95,23866,1,0,1,15 SEP 2021,$12.49,1,15 SEP 2021,2021-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
160,Guild Wars 2,Muy positivas,88,16958,1,0,0,23 AGO 2022,Gratuito,2,23 AUG 2022,2022-08-23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
161,Fallout 4,Muy positivas,83,245979,1,0,0,10 NOV 2015,$11.99,2,10 NOV 2015,2015-11-10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
162,Assassin’s Creed® IV Black Flag™,Muy positivas,88,58737,1,0,0,19 NOV 2013,$31.99,2,19 NOV 2013,2013-11-19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,Bloons TD 6,Extremadamente positivas,97,281097,1,0,1,17 DIC 2018,$7.79,1,17 DEC 2018,2018-12-17,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
164,Hero's Land,Variadas,56,39748,1,0,0,17 MAY 2023,Gratuito,5,17 MAY 2023,2023-05-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
165,Farming Simulator 25,Sin Dato,0,0,1,0,1,12 NOV 2024,$35.99,10,12 NOV 2024,2024-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
166,Eternal Return,Mayormente positivas,78,57570,1,0,0,20 JUL 2023,Gratuito,3,20 JUL 2023,2023-07-20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
167,PowerWash Simulator,Extremadamente positivas,97,40012,1,0,0,14 JUL 2022,$19.99,1,14 JUL 2022,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
168,Assetto Corsa,Muy positivas,92,100523,1,0,0,19 DIC 2014,$10.49,2,19 DEC 2014,2014-12-19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
169,NEEDY GIRL OVERDOSE,Extremadamente positivas,95,35926,1,0,1,21 ENE 2022,$8.49,1,21 JAN 2022,2022-01-21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Fabledom,Muy positivas,87,4241,1,0,0,13 MAY 2024,$20.99,2,13 MAY 2024,2024-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,The Binding of Isaac: Rebirth,Extremadamente positivas,97,264842,1,1,1,4 NOV 2014,$14.99,1,4 NOV 2014,2014-11-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
172,Yaoling: Mythical Journey,Muy positivas,90,797,1,0,0,16 JUL 2024,$9.99,2,16 JUL 2024,2024-07-16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
173,Don't Starve Together,Extremadamente positivas,95,313483,1,1,1,21 ABR 2016,$6.59,1,21 APR 2016,2016-04-21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
174,PAYDAY 2,Muy positivas,90,429285,1,1,0,13 AGO 2013,$9.99,2,13 AUG 2013,2013-08-13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
175,Dead by Daylight - Tomb Raider Chapter,Muy positivas,91,358,1,0,0,16 JUL 2024,$2.99,2,16 JUL 2024,2024-07-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
176,Sekiro™: Shadows Die Twice - GOTY Edition,Extremadamente positivas,95,211544,1,0,0,21 MAR 2019,$59.99,1,21 MAR 2019,2019-03-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
177,SOULCALIBUR VI,Muy positivas,82,8577,1,0,0,18 OCT 2018,$47.99,2,18 OCT 2018,2018-10-18,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
178,Victoria 3,Variadas,67,30239,1,1,1,25 OCT 2022,$29.99,5,25 OCT 2022,2022-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
179,Planet Zoo,Muy positivas,90,67218,1,0,0,5 NOV 2019,$20.99,2,5 NOV 2019,2019-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
180,Football Manager 2024,Muy positivas,89,8671,1,0,1,6 NOV 2023,$39.99,2,6 NOV 2023,2023-11-06,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
181,Summoners' War: Sky Arena,Mayormente positivas,71,5825,1,0,0,7 ENE 2024,Gratuito,3,7 JAN 2024,2024-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
182,Northgard,Muy positivas,87,46631,1,1,1,7 MAR 2018,$14.99,2,7 MAR 2018,2018-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
183,Escape the Backrooms,Muy positivas,91,64124,1,0,0,11 AGO 2022,$5.79,2,11 AUG 2022,2022-08-11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
184,Human Fall Flat,Muy positivas,94,155094,1,0,1,22 JUL 2016,$10.49,2,22 JUL 2016,2016-07-22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
185,Darkest Dungeon® II,Mayormente positivas,75,15157,1,0,0,8 MAY 2023,$18.99,3,8 MAY 2023,2023-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,Monster Hunter: World,Muy positivas,88,270273,1,0,0,9 AGO 2018,$22.49,2,9 AUG 2018,2018-08-09,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,Age of Empires II: Definitive Edition,Muy positivas,94,129156,1,0,0,14 NOV 2019,$9.99,2,14 NOV 2019,2019-11-14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Tiny Tina's Wonderlands,Mayormente positivas,75,12986,1,0,0,23 JUN 2022,$59.99,3,23 JUN 2022,2022-06-23,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,Another Crab's Treasure,Extremadamente positivas,95,8447,1,0,0,25 ABR 2024,$14.99,1,25 APR 2024,2024-04-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190,It Takes Two,Muy positivas,94,145679,1,0,0,26 MAR 2021,$39.99,2,26 MAR 2021,2021-03-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Brawlhalla,Muy positivas,82,368212,1,0,1,17 OCT 2017,Gratuito,2,17 OCT 2017,2017-10-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
192,Deep Rock Galactic,Extremadamente positivas,97,240984,1,0,0,13 MAY 2020,$29.99,1,13 MAY 2020,2020-05-13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193,Satisfactory,Extremadamente positivas,97,141235,1,0,0,8 JUN 2020,$16.63,1,8 JUN 2020,2020-06-08,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
194,Hogwarts Legacy,Muy positivas,90,196887,1,0,0,10 FEB 2023,$30.00,2,10 FEB 2023,2023-02-10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
195,THRONE AND LIBERTY: Paquete de acceso anticipado de Lujo,Sin Dato,0,0,1,0,0,17 SEP 2024,$69.98,10,17 SEP 2024,2024-09-17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
196,Subnautica,Extremadamente positivas,96,250361,1,0,1,23 ENE 2018,$14.99,1,23 JAN 2018,2018-01-23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
197,Fishing Planet,Muy positivas,86,56958,1,1,1,28 AGO 2017,Gratuito,2,28 AUG 2017,2017-08-28,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
198,DARK SOULS™ III,Muy positivas,94,246968,1,0,0,11 ABR 2016,$47.99,2,11 APR 2016,2016-04-11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,RimWorld - Biotech,Muy positivas,93,2567,1,1,1,21 OCT 2022,$12.49,2,21 OCT 2022,2022-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
200,RimWorld - Anomaly,Muy positivas,86,2123,1,1,1,11 ABR 2024,$12.49,2,11 APR 2024,2024-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
201,STALCRAFT: X,Mayormente positivas,77,47818,1,0,0,9 DIC 2022,Gratuito,3,9 DEC 2022,2022-12-09,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
202,DRAGON BALL FighterZ,Muy positivas,91,49945,1,0,0,26 ENE 2018,$71.99,2,26 JAN 2018,2018-01-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Cities: Skylines,Muy positivas,93,192286,1,1,1,10 MAR 2015,$17.99,2,10 MAR 2015,2015-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
204,Pax Dei,Variadas,67,2420,1,0,0,18 JUN 2024,$39.99,5,18 JUN 2024,2024-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
205,Abiotic Factor,Extremadamente positivas,96,10401,1,0,0,2 MAY 2024,$12.49,1,2 MAY 2024,2024-05-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
206,ContractVille,Mayormente positivas,79,945,1,0,0,31 MAY 2024,$10.49,3,31 MAY 2024,2024-05-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
207,SCUM,Mayormente positivas,74,83254,1,0,0,29 AGO 2018,$23.99,3,29 AUG 2018,2018-08-29,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
208,eFootball™ 2024,Variadas,43,77125,1,0,0,29 SEP 2021,Gratuito,5,29 SEP 2021,2021-09-29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
209,Planet Coaster,Muy positivas,91,54156,1,0,1,17 NOV 2016,$20.99,2,17 NOV 2016,2016-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
210,Bellwright,Mayormente positivas,77,6903,1,0,0,23 ABR 2024,$14.99,3,23 APR 2024,2024-04-23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
211,DEAD OR ALIVE 6,Mayormente positivas,74,8752,1,0,0,1 MAR 2019,$49.99,3,1 MAR 2019,2019-03-01,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
212,Albion Online,Mayormente positivas,79,74461,1,1,1,16 MAY 2018,Gratuito,3,16 MAY 2018,2018-05-16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
213,KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,Mayormente positivas,72,3655,1,0,0,13 JUN 2024,$39.99,3,13 JUN 2024,2024-06-13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,Crusader Kings III: Tours & Tournaments,Mayormente positivas,77,1316,1,1,1,11 MAY 2023,$17.99,3,11 MAY 2023,2023-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
215,Drug Dealer Simulator 2,Mayormente positivas,72,2886,1,0,0,20 JUN 2024,$12.49,3,20 JUN 2024,2024-06-20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
216,"",Muy positivas,94,145517,1,0,0,"",Sin Dato,2,"",,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
217,活俠傳,Mayormente positivas,75,21060,1,0,0,14 JUN 2024,$9.49,3,14 JUN 2024,2024-06-14,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
218,Summer Memories,Muy positivas,92,17222,1,0,0,15 JUN 2020,$2.00,2,15 JUN 2020,2020-06-15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
219,Grounded,Muy positivas,90,57823,1,0,0,27 SEP 2022,$39.99,2,27 SEP 2022,2022-09-27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
220,Balatro,Extremadamente positivas,97,38748,1,0,1,20 FEB 2024,$7.99,1,20 FEB 2024,2024-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221,Edición Completa de Horizon Forbidden West™,Muy positivas,89,9881,1,0,0,21 MAR 2024,$49.99,2,21 MAR 2024,2024-03-21,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
222,Space Prison,Positivas,82,41,1,0,0,18 JUL 2024,$10.49,4,18 JUL 2024,2024-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
223,Vampire Survivors,Extremadamente positivas,98,221049,1,0,1,20 OCT 2022,$3.49,1,20 OCT 2022,2022-10-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
